AppID	AppName	AppLabelID	PlatformID	AppIndustry	Price	NumOfInstalls	AverageStar	WebLink	Description	IconURL	Deleted
1	Tailor Boutique Clothes Shop	39	1	Girl Games - Vasco Games	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.tgg.tailorboutiqueclothesshop	Design dresses and clothes for happy customers in Tailor Boutique Clothes Shop.	//lh3.googleusercontent.com/6XViQyin61Iths2zgOGPCgA5RNUZ18TXw1XWyBAakq75JBDBGWrPoCMJ3RFAC77YbCY=w300	0
2	Little Super Chef Cooking Game	39	1	Girl Games - Vasco Games	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.tgg.littlesuperchefcookinggame	*new Dishes for you create the most delicious pancakes and healthy fruit drinks!* 	//lh3.googleusercontent.com/3JcZdHWpL9cDKUeJxnCLKxEzgnDnZ6jamRVPjmKpWINgYK-bbTN-jv3xD8hNw28SCUw=w300	0
3	Princess Game Salon Angela 3D	39	1	Kaufcom Games Apps Widgets	0	5,000,000-10,000,000	0	https://play.google.com/store/apps/details?id=com.kauf.princessgamesalonangela3d	Meet Angela the super star princess. As all the celebrities she needs to look beautiful in every occasion as she can never know who she is going to meet.	//lh3.googleusercontent.com/dclTKFMz4OmwAbkkrn9-6Sc_oCH4xt7GxcDOvQ3cP3bHRik_Lw7m8z32g3vEFsTvkug=w300	0
4	Pop Girls - High School Band	39	1	TabTale	0	1,000,000-5,000,000	0	https://play.google.com/store/apps/details?id=com.tabtale.girlsband	Join the Pop Girls - the coolest high school band - on their biggest tour ever! 	//lh3.googleusercontent.com/o_Z-SSutCYNvsTwmSRixMxyZ223YAHZEVBDHWOSm2s4qtrGxbPflpBWDi9TZFM5FLdY=w300	0
5	Aqua Waterslide Rush Racing	45	1	Chief Gamer	0	1,000,000-5,000,000	0	https://play.google.com/store/apps/details?id=com.cg.aquawatersliderushracing		//lh3.googleusercontent.com/8jgAtMX8Bzos2l-37_NOQzWgN7uWWKmX2N4t9LrQM04RKn5BHFh0T9-0_SP47BPEx8I=w300	0
6	Strawberry Shortcake Dress Up	39	1	Budge Studios	0	10,000,000-50,000,000	0	https://play.google.com/store/apps/details?id=com.budgestudios.StrawberryShortcakeDressUp	Welcome to the berry ultimate Dress-Up app! Your child will have hours of fashion fun dressing up Strawberry Shortcake and her friends in mix-and-match fresh-and-fruity outfits and accessories. They can even take a photo and decorate it with stickers, frames and custom messages. 	//lh3.googleusercontent.com/dwIW2g4LMULkihyiAkgzi-QN0PxUwCzXrPAgWt20FAyeOXIT_Gbpr3phZj8Ihm67hAc=w300	0
7	Prize Claw Machine Fidget Spinner	45	1	Octopus Kids Academy	0	500-1,000	0	https://play.google.com/store/apps/details?id=com.oka.prizeclaw.machine	Want to relieve your stress from a tiring day? Then this fidget spinner prize claw machine claw game is best for you! Download fidget spinner prize claw machine claw game after tiring day at work or to distract your children from making a mess. 	//lh3.googleusercontent.com/IPr5TYwrFJSz8_RzxbAXID7fB8vqJf3Dlj-ochW2L37ITfn01KmG6GKx_vge1OPfxgk=w300	0
8	Mr. Blocky Emergency Car Craft	45	1	Awesome Kids Games	0	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.akg.mrblockyemergencycarcraft	Amazing ambulance, firefighter and police craft simulator!	//lh3.googleusercontent.com/wNU-Hrs3wma-ohpBmXmpIvFRomJIVZqqApBnqQSktwzUS2U4NHn9E6gxSnfMD8q5vKE=w300	0
9	Super Mom Pregnant Surgery Hospital	39	1	Tik Tok	0	1,000-5,000	0	https://play.google.com/store/apps/details?id=com.tt.supermom.pregnant	Become a surgery doctor for a day and save super mom and super baby in pregnant mom pregnancy surgery baby pregnancy super mom mommy games! In the hospital clinic setting of surgery simulation games for mom be the gynaecologist and see the birth of super baby. 	//lh3.googleusercontent.com/m3X_SDRVMU9KZBH-sj0_9v_G0fjYOb3U0owRkDcVXn6nnloRDPTSEonAYkvZ5bV_Fg=w300	0
10	Rock Paper Scissor Battle Challenge	39	1	Rock Paper Scissors Games	0	1,000-5,000	0	https://play.google.com/store/apps/details?id=com.rps.rockpaper.scissor	Challenge rock paper scissors challenge to opponent whether friend or artificial, computer challenger. Download fun rps rock paper scissors epic battle rps game to make decisions like real rock paper scissors classic battle or play to have fun between 2player in two player game rock paper scissors epic battle!! 	//lh3.googleusercontent.com/rTRaIivO9-0Qqp2RvNWdALP87yx864WbEB6PrUKO9sLbQ6BwVio5C4AF7qRSmUk8Rd47=w300	0
11	Blocky Claw Machine Prize Circus	35	1	Chief Gamer	0	5,000-10,000	0	https://play.google.com/store/apps/details?id=com.cg.blockyclawmachineprizecircus		//lh3.googleusercontent.com/ybbimMoRnkT59YeyYLFsalqYxvMs6OSHNRK-wqpwiKCyms8tyYm_5nk2J5-CdU7pQhEX=w300	0
12	Virtual Family Mommy Simulator	34	1	Nemo Games 3D Simulator	0	1,000-5,000	0	https://play.google.com/store/apps/details?id=com.nemogames.virtualfamily.mommy	Oh no your babies have made the house un tidy again! Looks like virtual mom has to become super mom again and tidy the messy house, the kitchen, the living room, do the cooking, dish washing, ironing and cleaning and looking after the babies.	//lh3.googleusercontent.com/djk2tTstI6QaH5XbvArZk5qudY9P0eKRvRsRzOX5vZTmN4L-g7ZJAd74eo2pVwKWIG4=w300	0
13	Halloween Monster Food Maker - Vampire Party Night	40	1	Kids Food Games Inc.	0	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.kidsfoodinc.monster_food_make	It&#39;s wonderful! It&#39;s ghostly! Here comes the treat or trick time again! 	//lh3.googleusercontent.com/zT8BYiswQfAubQ5sHIv97GOwgggarQmIzIsLYe4gV8hr8NJ1w6VeUNWEf5Nyhj6Iu9YT=w300	0
14	Cooking Games Cafe - Chef Food Games &amp; Restaurant	35	1	Cooking Games for Girls - Kids Games Studios	0	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.cook.cookinggamescafe		//lh3.googleusercontent.com/2cehvpZy7FtBeqmkQuXmSjJ2iNokuRuPToYHzfIRZ_k--SmDRqTm8FagKNx1WZH48xAg=w300	0
15	Gossip Girl 3 - The New Prom Queen	44	1	Dress Up Games!	0	5,000-10,000	0	https://play.google.com/store/apps/details?id=com.disney.gossip.girl.story.games	Hi, I am Serena Miller. I used to be a normal high school student. But something happened. I got tangled into Regina, who is the Prom Queen of the school, and her boyfriend Nate&#39;s affair. Now every move I make is being talked about.	//lh3.googleusercontent.com/xUhl0R0Khmpmo7yhjNSO3FxUZlfQ7mOKJyWy28JC4N_WEkwQIBAqJuyE62oFwBT_TJo=w300	0
16	Toy Surprise Eggs Machine	39	1	Octopus Kids Academy	0	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.oka.toysurprise	Want to busy your children this coming Easter? Want them to value the festivity of Easter like it was in your time? Wan them to appreciate the thrill of toy surprise toy eggs? Or simply, cant get a break from house chores and children chores? Then this is the perfect place for you! Get yourself a break and your child a toy surprise toy egg. 	//lh3.googleusercontent.com/NIjtqPhGAczzFuqZYRNKkv8bfB9YACLT_H4malPWWs3d0obchB1lAvCe6E1RCTcBM17n=w300	0
17	Masha and the Bear: Hair Salon and MakeUp Games	44	1	Indigo Kids Education Games	0	50,000-100,000	0	https://play.google.com/store/apps/details?id=com.indigokids.mashamakeup	As we all know girls like to play with dolls. We give your kid an opportunity to develop creative abilities and embody childish fantasies with only imagination as a limit. Indigo Kids presents a new makeup game for girls based on popular cartoon &quot;Masha and the Bear&quot;. Open your own beauty salon and become a professional makeup artist with Masha!	//lh3.googleusercontent.com/4RFROZ_NU8X5sA26-khAena6iacHVuHrs4cfQpZKajaY2Y9BA-gBawf7mpqh2Jmaog=w300	0
18	Mermaid Princess Love Story Dress Up &amp; Salon Game	44	1	Bear Hug Media Inc	0	50,000-100,000	0	https://play.google.com/store/apps/details?id=com.bearhugmedia.little_mermaid_love	A beautiful mermaid princess Elissa became a human girl on her 12th birthday. What will happen once she enters the human world?	//lh3.googleusercontent.com/uSv4RxQU14PhpaUHH7ad2QffoU7R-t3rTQwX4x42McjlITPi1rk1aFTwGI-7mh-3iw=w300	0
19	Dance War - Ballet vs Hiphop	44	1	Beauty Inc	0	5,000-10,000	0	https://play.google.com/store/apps/details?id=com.hearst.now.seventeen.ballet.hiphop.dress.up.games	What&#39;s better - Ballet or Hip hop?!	//lh3.googleusercontent.com/YKMY_KEZ-iOi8iuFV3RsmOdZTHo0bPddE0xp516aIYb3iJqFri5eRJqs83CckXV9t-xa=w300	0
20	Airport Professions: Kids Games	40	1	Hippo Kids Games	0	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.hippo.AirportProfession	There is a huge airport in the Hippo town. A lot of passengers use its services every day. Airport must have a lot of workers and managers to satisfy the passengers&#39; needs. Airport is the place where people of different professions are working together. There are stewardess and pilot, cashier and security officer. And the shop assistant of duty free shop invites everybody to visit the shop. Today we are going to learn about the professions which serve the airport in the Hippo town. The most skillful crew invites you to our plane. Let&#39;s go! Unbelievable adventures are waiting for us!	//lh3.googleusercontent.com/f5G3M7QP6RVYoenEnyKvYZHWaCaPcETWADufFjbjTY-jz12qX1d6L0PZdhyDgnSJUQ=w300	0
21	Nail salon for girls	45	1	Games from yovogames for your family!	0	50,000-100,000	0	https://play.google.com/store/apps/details?id=com.YovoGames.NailSalon	If you are going to visit a nail salon, but still can not make a choice what kind of nail design you want to make and how to paint your nails, our new game can help you in this. We bring to your attention a new exciting game from the series of games for girls - &quot;Nail salon for girls.&quot;	//lh3.googleusercontent.com/i-Rw5gJHxSo9C3joisVSCo3-Js6Xaa45WzmsJ24L1xEAy-KA3_pa4Q6-UN1vFjyepLM=w300	0
22	My Pretend World Travel - Kids Around the World	40	1	Beansprites LLC	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.beansprites.kidsworldtravelFREE	Do you love My Pretend Airport, My Pretend Hospital &amp; other My Pretend Games? Then you will LOVE My Pretend World Travel - Kids Traveling Around the World Games FREE!	//lh3.googleusercontent.com/muDCZ701jjY6BzhOWeVG20IvK83kP8sAL5cHD4QXJ9ZDesjjnXPxdHGOf0LnZ3s5F9yk=w300	0
23	Mommy Maternity Doctor ER Surgery Emergency	39	1	Tik Tok	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.tiktok.mommymaternitydoctor	The mommy is feeling sick and its time to do the emergency surgery of the pregnant mommy. She has come to your surgery clinic for the examination of the baby birth operation. 	//lh3.googleusercontent.com/kXRTxBT5oDZOUC_UlPR2byA8uDgWQwtt_OUkxgmNruvohm1zafy8dOzLYJltG5jZeQ=w300	0
24	Candy Maker Factory	40	1	Maker Labs Inc	0	50,000-100,000	0	https://play.google.com/store/apps/details?id=net.makerlabs.candy_bar_factory	Last week we received an invitation from the Magic Candy Land! The manager of the Magic Candy Land invited us to have a crazy candy factory one-day-tour! We feel so lucky to have this rare opportunity!	//lh3.googleusercontent.com/A6e_07o7VRl8k2SsARvTE0AcSNDy6iKHAlntIrR5JJzpG_N0Ft7SBGCtMHNHHRMsxf8=w300	0
25	Rich Girl Shopping Day	44	1	Beauty Inc	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=net.beautyincorporated.android_richgirl	There&#39;s a new shop in town! they have tons of designer dresses, shoes and bags.Get ready for a shopping spree like no other!	//lh3.googleusercontent.com/1AHuaJ7970ehjsoxUcBUktHSHBoRqyisTqVAo3QJT5wCLKdoEClx4QGaqRxw7hYoig=w300	0
26	Car Wash - Monster Truck	45	1	Games from yovogames for your family!	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.YovoGames.carwash3	Practically all boys and girls love games about cars, and many of them, playing such wonderful games, imagine themselves the driver of this car - from a conventional subcompact to the most modern high-speed car.	//lh3.googleusercontent.com/GKeytKSketdguGvXCbrTLWMI2sZMkN94qhMxhqqZpHpOeyMHE1j8fmiuyLAlADv4T5vT=w300	0
27	My Little Princess : Stores	40	1	My Town Games Ltd	2.99	null	0	https://play.google.com/store/apps/details?id=mylittleprincess.stores	My Little Princess Stores is a storytelling digital dollhouse game where every game is a new adventure. Have fun pretend playing in the princess village stores. Get the latest fashion at the Clothing store, dressup, makeup and lots of clothing. Find you new best friend and the local Pets store or simply visit the supermarket for some food and party items. There are lots more shops and locations for you to play and discover in Little Princess Stores.	//lh3.googleusercontent.com/4EDQFU2Ih4FgpLqdXt8NmWZkIrAxfzK9HFApKg7ZNPf-rMWHp3EHP5GlIcG1Zku1hA=w300	0
28	My Wild Pet: Online Animal Sim	39	1	App Holdings	0	500,000-1,000,000	0	https://play.google.com/store/apps/details?id=com.FoxieGames.MyWildPetOnlineAnimal	KOKO the baby Zebra has been kidnapped! Embark on a multiplayer voyage to rescue a wild lion, tiger, wolf and other zoo animals in this adventure simulator game. Jam on, you&#39;re a star! Once you rescue them, they are all yours to role play with &amp; adopt - your very own secret wild pets!	//lh3.googleusercontent.com/Qm0UoU0nEJrCjLPRN-e7YKWtJ2iztAM5_VUFSlMJ79q8VwAEKYQs7rEA5t7vTVQrJA=w300	0
29	Jungle Animal Hair Salon - Wild Pets Makeover	40	1	TutoTOONS	0	10,000,000-50,000,000	0	https://play.google.com/store/apps/details?id=air.com.tutotoons.app.animalhairsalon2jungle.free	Cut, color, shampoo, style and dress up super cute jungle animals: sloth, leopard, toucan, elephant, bear and giraffe! 	//lh3.googleusercontent.com/Oi8Ht_2mvUrrz7lTwHfJFo6BJaln89oUEwXE5vhDIq5vmuwyhSfWZzbnUCUljtHtrzo=w300	0
30	Dr. Panda Town: Mall	9	1	Dr. Panda	0	500,000-1,000,000	0	https://play.google.com/store/apps/details?id=com.drpanda.town.mall	Go on a fun-filled shopping spree in Dr. Panda Town: Mall! With so many shops and other things to discover, there are endless stories to be told and adventures to be had.	//lh3.googleusercontent.com/GmuL9c1DGAAGfuEGBwVGG0_BM55UEae-DYejjhmU0wxW47WZI2nR5mIOzY0VGg9BmA=w300	0
31	My Very Hungry Caterpillar	9	1	StoryToys	0	1,000,000-5,000,000	0	https://play.google.com/store/apps/details?id=com.storytoys.myveryhungrycaterpillar.free.android.googleplay	Care for your very own Very Hungry Caterpillar!	//lh3.googleusercontent.com/vrUzca3Tjx1GKYJuSLAhtG9F75OweecgwJBCtCwC6lTweH95nU46Yx1UjKL0e-KJMGA=w300	0
32	Hooked Inc: Fisher Tycoon	45	1	A Creative Endeavor AB	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=se.ace.fishinc		//lh3.googleusercontent.com/o1BlnTieijlt5HXCAPYxdz3x8AwW0JCoLr2f0DrETjMN5O4CBhz_OQEwWVzikoX6GSo=w300	0
33	Family Farm Seaside	39	1	DIANDIAN INTERACTIVE HOLDING	0	50,000,000-100,000,000	0	https://play.google.com/store/apps/details?id=com.funplus.familyfarm		//lh3.googleusercontent.com/LhMNezPsUAdbSTcJSUbmRCrLQPbfY2nvvCOrbFfqQ6zTPz3aiHtOOeK9Qj3n6cRKoQ=w300	0
34	Hannah's High School Crush - First Date Charms	44	1	TutoTOONS	0	5,000,000-10,000,000	0	https://play.google.com/store/apps/details?id=com.tutotoons.app.hannahshighschoolcrush.free	Hannah wants to look gorgeous on the first date with her secret high school crush Jack! Get ready for the most romantic high school love story ever. Now with more fun, new date and makeover games inside!	//lh3.googleusercontent.com/hlMo1nG5U7zCB3grDBUuQaq3U7ZlwSYs1jy-T1dr4xlagykjonqCPqx2kOUDpBVANhU=w300	0
35	OMG Gross Zit - Date Nightmare	39	1	TabTale	0	10,000,000-50,000,000	0	https://play.google.com/store/apps/details?id=com.tabtale.datenightmare	OMG! Your school crush, Ethan, asked you out on a date!!! Time to get ready! WHAT IS THAT ON YOUR FOREHEAD?! Its a major, nasty, red ZIT! Will you be able to get rid of the zit in time for your date?	//lh3.googleusercontent.com/--_062z24fhPn2LCbyYLlfJbUDkc7o0baaZj3N7zn_riMaMwUlwEkTUz2SagEq-mWWm4=w300	0
36	Hannah's High School Summer Crush - Teen Date	44	1	TutoTOONS	0	1,000,000-5,000,000	0	https://play.google.com/store/apps/details?id=com.tutotoons.app.hannahshighschoolsummercrush.free	OMG, Jack asked Hannah on a new date! Help her get ready for a beach date with her high school crush Jack. Turn Hannah into a beauty queen with tons of makeup tools, fancy summer hairstyles and fashion clothes!	//lh3.googleusercontent.com/suZ8vYIv3S2pUwa9cCEQ0KYqFNxDUhDTPQ41LnoACQ5S1J7Lgz5qMUDERHfHhqn-lg=w300	0
37	Mad Dentist	35	1	K3Games	0	10,000,000-50,000,000	0	https://play.google.com/store/apps/details?id=com.kidsthree.dentist	Mad Dentist is the best dentist game ever made. In this dentist game your mission is to solve patient&#39;s teeth problem.	//lh3.googleusercontent.com/1JM5lJdLdsGPtfZ9GRPt_oOFDswtHmTRAClTKx6qwapInAlLJO3NL3yRf7grncl3lKw=w300	0
38	Hannah's Fashion City - High School Love Story	44	1	TutoTOONS	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.tutotoons.app.hannahsfashioncity.free	Hannah and her first high school crush Jack are back and ready for the city adventures! Create new fashion trends, best makeup, stylish hairdos and crazy Halloween outfits for the most romantic couple ever. Engage in every conversation the lovebirds have and create your own high school love story!	//lh3.googleusercontent.com/qisyD8R3EeGXycG_U_1GITIN-NCEYBSWTuxh8xxd8Xym7U6BtXP5zWNQjpjpVoVdkpM=w300	0
39	Cat Hair Salon Birthday Party - Kitty Haircut Care	44	1	TutoTOONS	0	1,000,000-5,000,000	0	https://play.google.com/store/apps/details?id=com.tutotoons.app.cathairsalonbirthdayparty.free	Cats and kittens love birthday parties, cakes and songs. Run your own Cat Hair Salon, style the cutest kittens and help your fluffy friends look the best!	//lh3.googleusercontent.com/-FVzAiq0histnSx-k6ms7lliG6YcfKTu7MAyYKcOArHLdS9ej5LPsQKT0wDdhm-i46Q=w300	0
40	COOKING MAMA Let's Cook	40	1	Office Create Corp.	0	10,000,000-50,000,000	0	https://play.google.com/store/apps/details?id=jp.co.ofcr.cm00		//lh3.googleusercontent.com/6MmHZMwngiuO4aZ94waF2hHj6IQtdAnG_pD2474cBFUeb_UpMOngNMk4RAogdw-sL4-e=w300	0
41	Mom Pregnant Surgery Simulator Games	39	1	Rock Paper Scissors Games	0	1,000,000-5,000,000	0	https://play.google.com/store/apps/details?id=com.rps.mompregnentsurgerysimulator	The patient mommy are suffering, please give them emergency surgery immediately! My mommy is having a cute little baby after maternity surgery. Now it is up to you. Maternity doctor make this emergency surgery possible in world best surgery hospital and make cute baby birth possible. 	//lh3.googleusercontent.com/HaxgqCSngEFtxwg7hiIkCFXSz4dl1bmN1ckbBJeWeNw0Wj51rIlqGly-62Q_uPhuRw=w300	0
42	Rock Paper Scissor Classic Battle	39	1	Game Magic Studio	0	1,000,000-5,000,000	0	https://play.google.com/store/apps/details?id=com.gms.rock.paper.battle.free	Rock Paper Scissor Classic Battle, a very exciting game which you might have enjoyed with your friends but now it is the time to enjoy the same game with your friends and family on your android devices.	//lh3.googleusercontent.com/46p16s8E6iwIm0jrZpMusdouROvg7ELcf3gdH9V_XwSBnPs0EzFJTF2d5PIuAhHnyG8=w300	0
43	My Teacher - Classroom Play	44	1	TabTale	0	10,000,000-50,000,000	0	https://play.google.com/store/apps/details?id=com.tabtale.teacher	Rise and shine! Its time to go to school! Youll just LOVE being a teacher! Get ready to teach at the coolest school ever, packed with super fun and creative activities! Be the kids favorite new teacher! Help them solve puzzles &amp; take care of adorable pets! 	//lh3.googleusercontent.com/aY2bDNpwPTOc5a07ONDYaqLXCDT95sLxeDn-qh0asEqKqa7KYD1HfyzZEjKHD7pwgnQ=w300	0
44	Toca Kitchen	9	1	Toca Boca	0	10,000,000-50,000,000	0	https://play.google.com/store/apps/details?id=com.tocaboca.tocakitchen	*Parents Choice Awards  Toca Kitchen Wins Gold!* 	//lh4.ggpht.com/nhPQcLEUtGcNYdBc1_FVzZT-Oi9qhzEf6O92gn5w8gv03Xb4Qr1GeN-LZ5hMggFZ2Q=w300	0
45	Twin Baby Mom Pregnant Surgery ER Emergency	39	1	Rock Paper Scissors Games	0	500,000-1,000,000	0	https://play.google.com/store/apps/details?id=com.rps.twinbabymompregnantsurgery	Patient mommy is suffering, please give her emergency surgery immediately! My mommy is having a cute little twin baby after maternity surgery. Now it is up to you. Maternity doctor make this emergency surgery possible in world best ER emergency surgery hospital and make cute twin baby birth possible. 	//lh3.googleusercontent.com/Ll-w13czKP91fcOucwxGXvp-TQbEfwtJpQkojQdtSOcjVDg4kKlvvQaE4U9UEhkAbcg=w300	0
46	Cheerleaders Revenge 3 - Breakup Girl Story Games	44	1	Hugs N Hearts	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.hugsnhearts.cheerleader_revenge_three	My name is Haley Peterson. I always thought I was the luckiest girl in the world. I am the best cheerleader in our school team, I had the best boyfriend Jason and the best friend Evelyn. 	//lh3.googleusercontent.com/bHVoNzmBxVhriLug1pgKH2WYckisbdUO2Ltm6-63rRh9ED9HttLBG-1lXokKSi_ySA=w300	0
47	EEW! Stinkiest Feet Ever - My Dads Smelly Problem	44	1	TabTale	0	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.tabtale.stinky.feet	Its almost time for your birthday pool party! Youre busy preparing for the party, when something smelly fills the air! Whats that stinky smell?! Its your daddys feet! Will his foot stench ruin your perfect birthday party? No foot doctor has ever encountered a smell so bad! Will a foot spa day help?	//lh3.googleusercontent.com/8mPsQlOqXyQePQVlazoSKt7eX-QXDHPvmAE4qHAgdD0z0ly-FAAW8fb4guzWMLyBTun_=w300	0
48	Doc McStuffins: Baby Nursery	44	1	Disney	0	500,000-1,000,000	0	https://play.google.com/store/apps/details?id=com.disney.docmcstuffinsbaby_goo	Play along in Doc McStuffins: Baby Nursery, the first free-to-download Doc McStuffins app. Theres so much you can do to take care of your very own adorable baby dolls, with the help of Doc McStuffins herself! 	//lh3.googleusercontent.com/GcmHz8V1WY9mYldnaqdWb9H8LZxcEXp5k-XiZIix-TPoyCwW_hytHgXkKYu2uU9iuqY=w300	0
49	My Town : Museum	40	1	My Town Games Ltd	2.99	5,000-10,000	0	https://play.google.com/store/apps/details?id=mytown.museum	The fun never ends at the My Town : Museum! Take the taxi to the door and stop by the front desk to pick up your tickets so you can visit our 5 themed exhibits.	//lh3.googleusercontent.com/sO6OjCmEs73dU2Fd_2AoKH6--UdlaaAQsGChggda0uvbpj92vYmHZd-lMQuShccb5y8=w300	0
50	My Town : Preschool	40	1	My Town Games Ltd	2.99	10,000-50,000	0	https://play.google.com/store/apps/details?id=mytown.preschool	Grab your backpack, its time for My Town : Preschool! Build and play in your very own preschool. There are hours of fun ahead for telling stories about what life at school is like. My Town : Preschool has 8 unique locations to explore. You can dress up the children before they get to school, take care of them when they get hurt on the playground and need a bandage and make lunch during breaks!	//lh3.googleusercontent.com/rMunm6C6B6GZv-7as_r7-svodbJOrl7fQj3VBz42971Jv14aFFvPjoHX0nYsN4exlUY=w300	0
51	My Town : Hotel	40	1	My Town Games Ltd	2.99	10,000-50,000	0	https://play.google.com/store/apps/details?id=mytown.hotel	How fun to pack your suitcase and go on a hotel adventure! With many rooms to explore, there are new adventures to be had for hours at the My Town : Hotel. Have fun at the hotel pool and then head back to the grand suite for a bit of relaxation time before picking out new outfits to wear to dinner at the hotel restaurant, where you can sip on taste fruit juice cocktails. 	//lh3.googleusercontent.com/HcsU6-qR9YZSLHQDQjMdabMn5EYBG4Txv6umCLFnxvDfPMDN6nhk9CDmRCJLk1xT0g=w300	0
52	Sago Mini Road Trip	9	1	Sago Mini	2.99	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.sagosago.RoadTrip.googleplay	Go for a fun-filled drive with Jinja the cat. Pick a destination, select a vehicle and hit the road. What will Jinja drive today? Choose a sporty racing car, a jumpy jeep or a funny pickle car! Stop along the way to wash and fuel up. When the drive is done, a happy welcome is waiting for you! 	//lh3.googleusercontent.com/2mJg6BP3NlDY3ErdYhd1ksrlyzJd4kCcV6V4R1iIvSd2Rjyf5Vadcc6hoR3wAq8hB8w=w300	0
53	Dumb Ways JR Boffo's Breakfast	9	1	Metro Trains	2.49	10,000-50,000	0	https://play.google.com/store/apps/details?id=au.com.metro.dwjr.boffos	Before the Dumb Ways characters grew up, they were already making mischief in all sorts of places  planes, trains, and here in the kitchen!	//lh3.googleusercontent.com/Pw5KZTu8sjpNpwdlQEHPXTvZUlas_3cp2r1pEVwTzTh_BI02X2ly68kMD_IesdBaP511=w300	0
54	My PlayHome Stores	39	1	Shimon Young : Play Home Software	2.99	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.playhome.stores	&quot;My four-year old would quite literally spend hours playing this if I were to let her...&quot; 	//lh6.ggpht.com/awSZBWC9qE9IYFSQJLuoaAWzBgMPwgpjrw90IcSpBBdUQcyRQGQm34N4vPQSmea0Klg=w300	0
55	My PlayHome : Play Home Doll House	39	1	Shimon Young : Play Home Software	2.99	50,000-100,000	0	https://play.google.com/store/apps/details?id=com.playhome	 OVER 4 MILLION PLAY HOME APP DOWNLOADS!!! JOIN THE FUN! 	https://lh6.ggpht.com/oqRi_WWM4CzYBJgv0ZquHvROOKCqQv3--1LuxcKFo8rBCrbzRh4mUwnrJhedCDKZNX5P=w300	0
56	Sago Mini Babies	9	1	Sago Mini	2.99	10,000-50,000	0	https://play.google.com/store/apps/details?id=com.sagosago.Babies.googleplay	Introducing the Sago Mini babies. Boys and girls love caring for these adorable characters. Feed Robin her favorite mush, play dress-up with Jinja, change Harveys stinky diaper, then take a dance break with Jack. With cute animations, adorable giggles and even some tears, these babies are a lot of fun!	//lh3.googleusercontent.com/kRM6MjzewkzLPi6-3rKhcb1raWeglniqNlanIL8750iYQnnCuwI0tXK_z9sxjtb46z0=w300	0
57	My Town : Farm	40	1	My Town Games Ltd	2.99	1,000-5,000	0	https://play.google.com/store/apps/details?id=mytown.farm	* Pay once &amp; Play forever + receive FREE updates! No ads and no IAP *	//lh3.googleusercontent.com/yF_C0zKxniFzP6lCklPa4GUcr4w6e98ceko5ABRFVZhaMVTjacRkX8BGvnZS8Blpgw=w300	0
58	Toca Pet Doctor	9	1	Toca Boca	2.99	50,000-100,000	0	https://play.google.com/store/apps/details?id=com.tocaboca.tocapetdoctor	The pets need your help! In Toca Pet Doctor our animal friends want your love, care and help.	//lh4.ggpht.com/_JZu2p8NDFzOvpadY5uwfCVtzFZXT709BulnpOPtiwenQiEcP925MsDgaJBAzq8iCjA=w300	0
59	Toca Life: Town	9	1	Toca Boca	2.99	100,000-500,000	0	https://play.google.com/store/apps/details?id=com.tocaboca.tocatown	You rule this Town, a play world where anything and everyone is welcome! With different locations and many classic Toca Boca characters, the everyday adventures in Town are infinite.	//lh3.googleusercontent.com/rQ1DdLIC6bh_s20No8BnkcPWsVmSfs7GEfZcLQ1YxQHiqAsOly0fq9JrhtzSCST_7k4=w300	0
60	Toca Boo	40	1	Toca Boca	2.99	50,000-100,000	0	https://play.google.com/store/apps/details?id=com.tocaboca.tocaboo	BOO! 	//lh3.ggpht.com/1C7kB_QMeTCRTe9PhNE8gQ2RG3whVLgJOZCtasHv2GPYkKVmYaZ3bWpu-Gxbat7e2DNY=w300	0
61	Sago Mini Farm	9	1	Sago Mini	2.99	1,000-5,000	0	https://play.google.com/store/apps/details?id=com.sagosago.Farm.googleplay	It&#39;s harvest season on the farm  and there&#39;s so much to cock-a-doodle do! Don&#39;t worry  there are dozens of brand-new characters who are happy to help. Load up the tractor with hay and feed the horses with Robin.  Or grow healthy veggies with the help of a friendly raincloud, then juice or grill them for a funny surprise! Take a dip in the mud puddle if you get too hot, or a lazy afternoon swing on the tire. 	//lh3.googleusercontent.com/y1bSTzGmhocBhY-z7xLbBEDgzWz4PU88wSM4BsvzdAtQL4V30TfWwMh0E1NVVEcycB9b=w300	0
